HGNC ID	Approved symbol	Accession numbers	entrezid
HGNC:38745	ST13P10		399950.0
HGNC:38746	ST13P11		728162.0
HGNC:38787	ST13P12		100127911.0
HGNC:38788	ST13P13		401648.0
HGNC:38849	ST13P14		100422602.0
HGNC:38850	ST13P15		100422603.0
HGNC:38851	ST13P16		100422605.0
HGNC:38859	ST13P17		442730.0
HGNC:38861	ST13P18		643310.0
HGNC:38862	ST13P19		100131961.0
HGNC:38863	ST13P20		729828.0
HGNC:38864	ST13P21		642818.0
HGNC:38865	ST13P22		100874521.0
HGNC:11344	ST14	AF118224	6768.0
HGNC:13679	ST15		
HGNC:18695	ST18	AB011107	9705.0
HGNC:33520	ST20	AF249277	400410.0
HGNC:27521	ST20-AS1	AK091107	283687.0
HGNC:44655	ST20-MTHFS		100528021.0
HGNC:18628	STAB1	AJ275213	23166.0
HGNC:18629	STAB2	AF160476	55576.0
HGNC:11353	STAC	D86640	6769.0
HGNC:23990	STAC2	AJ608762	342667.0
HGNC:28423	STAC3	AK057013	246329.0
HGNC:11354	STAG1	Z75330	10274.0
HGNC:55350	STAG1-DT		119139906.0
HGNC:11355	STAG2	Z75331	10735.0
HGNC:55727	STAG2-AS1		101928402.0
HGNC:11356	STAG3	AJ007798	10734.0
HGNC:33852	STAG3L1		54441.0
HGNC:33886	STAG3L2		442582.0
HGNC:33845	STAG3L3		442578.0
HGNC:33887	STAG3L4		64940.0
HGNC:48896	STAG3L5P		101735302.0
HGNC:48898	STAG3L5P-PVRIG2P-PILRB		101752399.0
HGNC:11357	STAM	U43899	8027.0
HGNC:49568	STAM-DT	AK123677	102723166.0
HGNC:11358	STAM2	AF042274	10254.0
HGNC:16950	STAMBP	BC007682	10617.0
HGNC:24105	STAMBPL1	AB037794	57559.0
HGNC:24133	STAP1	AB023483	26228.0
HGNC:30430	STAP2	AJ245719	55620.0
HGNC:11359	STAR	BC010550	6770.0
HGNC:17579	STARD3		10948.0
HGNC:19169	STARD3NL	AJ492267	83930.0
HGNC:18058	STARD4	AF480299	134429.0
HGNC:44117	STARD4-AS1	CR749489	100505678.0
HGNC:18065	STARD5	AF480304	80765.0
HGNC:18066	STARD6	AF480305	147323.0
HGNC:18063	STARD7	AF270647	56910.0
HGNC:40827	STARD7-AS1		285033.0
HGNC:19161	STARD8	D80011	9754.0
HGNC:19162	STARD9	AB037721	57519.0
HGNC:10666	STARD10	AF039696	10809.0
HGNC:39992	STARD10-AS1		
HGNC:19164	STARD13	AL049801	90627.0
HGNC:40873	STARD13-AS		100874241.0
HGNC:40872	STARD13-AS1		
HGNC:41453	STARD13-IT1		100874373.0
HGNC:11360	STARP1	U29106	6771.0
HGNC:11361	STAT		
HGNC:11362	STAT1		6772.0
HGNC:11363	STAT2	BC051284	6773.0
HGNC:11364	STAT3	BC014482	6774.0
HGNC:11365	STAT4		6775.0
HGNC:55764	STAT4-AS1		105373805.0
HGNC:11366	STAT5A	U43185	6776.0
HGNC:11367	STAT5B	BC065227	6777.0
HGNC:11368	STAT6	BC005823, BQ028928	6778.0
HGNC:11369	STATH		6779.0
HGNC:11370	STAU1		6780.0
HGNC:11371	STAU2	Y19062	27067.0
HGNC:44101	STAU2-AS1	AK056720	100128126.0
HGNC:55011	STAU2P1		100130134.0
HGNC:24854	STBD1	AF062534	8987.0
HGNC:11372	STC		
HGNC:11373	STC1		6781.0
HGNC:11374	STC2	AB012664	8614.0
HGNC:11376	STD		
HGNC:11378	STEAP1	AF186249	26872.0
HGNC:41907	STEAP1B		256227.0
HGNC:56137	STEAP1B-AS1		100506178.0
HGNC:17885	STEAP2	AF455138	261729.0
HGNC:40820	STEAP2-AS1		100874100.0
HGNC:24592	STEAP3	AY029585	55240.0
HGNC:41053	STEAP3-AS1		100874111.0
HGNC:21923	STEAP4	AK026806	79689.0
HGNC:26239	STEEP1	AK026618	63932.0
HGNC:11379	STFA		
HGNC:11380	STFB		
HGNC:11381	STGD1		
HGNC:11382	STGD2		
HGNC:11383	STGD3		
HGNC:11384	STGD4		
HGNC:18839	STH	AA325304	246744.0
HGNC:11385	STHE		
HGNC:10879	STIL	M74558	6491.0
HGNC:11386	STIM1	BC021300, U52426	6786.0
HGNC:40568	STIM1-AS1		105376527.0
HGNC:19205	STIM2	AB040915	57620.0
HGNC:40879	STIM2-AS1		105374546.0
HGNC:30526	STIMATE	BC047015	375346.0
HGNC:38834	STIMATE-MUSTN1		100526772.0
HGNC:27962	STING1		340061.0
HGNC:11387	STIP1	BC039299	10963.0
HGNC:49552	STIP1P1		100420434.0
HGNC:49553	STIP1P2		100420436.0
HGNC:49554	STIP1P3		441505.0
HGNC:7747	STK2		
HGNC:11406	STK3	BC010640	6788.0
HGNC:11408	STK4		6789.0
HGNC:43811	STK4-DT		100505826.0
HGNC:11409	STK6		
HGNC:11410	STK6P		
HGNC:11388	STK10	AB015718	6793.0
HGNC:11389	STK11	U63333	6794.0
HGNC:19184	STK11IP	AF450267	114790.0
HGNC:11392	STK14A		
HGNC:11394	STK16	AF060798	8576.0
HGNC:19283	STK16P1		326107.0
HGNC:11395	STK17A	AB011420	9263.0
HGNC:11396	STK17B	AB011421	9262.0
HGNC:11398	STK19	X77474	8859.0
HGNC:21668	STK19B	L26262	373159.0
HGNC:11403	STK24	AF024636	8428.0
HGNC:39935	STK24-AS1		100874069.0
HGNC:50360	STK24P1		100421784.0
HGNC:11404	STK25	D63780	10494.0
HGNC:50361	STK25P1		100533662.0
HGNC:18174	STK26	AB040057	51765.0
HGNC:11407	STK31	AF285599	56164.0
HGNC:28317	STK32A		202374.0
HGNC:53468	STK32A-AS1		105378217.0
HGNC:14217	STK32B	AJ250839	55351.0
HGNC:21332	STK32C	AK057849	282974.0
HGNC:14568	STK33	AJ303380	65975.0
HGNC:26871	STK33P1	AL451132	553118.0
HGNC:16254	STK35	AL359916	140901.0
HGNC:17209	STK36	AB033104	27148.0
HGNC:17847	STK38		11329.0
HGNC:17848	STK38L	AB023182	23012.0
HGNC:17717	STK39	AF099989	27347.0
HGNC:21373	STK40	BC008344	83931.0
HGNC:28669	STKLD1	BC036504	169436.0
HGNC:11412	STM		
HGNC:6510	STMN1	J04991	3925.0
HGNC:44062	STMN1P1		100506685.0
HGNC:44063	STMN1P2		100289663.0
HGNC:10577	STMN2		11075.0
HGNC:15926	STMN3	AF069709	50861.0
HGNC:16078	STMN4		81551.0
HGNC:44668	STMND1	AK026805	401236.0
HGNC:41909	STMP1		647087.0
HGNC:11413	STMY1		
HGNC:11414	STMY2		
HGNC:11415	STMY3		
HGNC:11416	STN		
HGNC:26200	STN1	BC017400	79991.0
HGNC:11417	STNL		
HGNC:11418	STO		
HGNC:3383	STOM		2040.0
HGNC:14560	STOML1	Y16522	9399.0
HGNC:14559	STOML2	AF190167	30968.0
HGNC:19420	STOML3	BC025760	161003.0
HGNC:17003	STON1	AF026169	11037.0
HGNC:30651	STON1-GTF2A1L	AF026169	286749.0
HGNC:30652	STON2	AB208948	85439.0
HGNC:11419	STOT		
HGNC:23508	STOX1	AK057891	219736.0
HGNC:25450	STOX2	AB037813	56977.0
HGNC:11420	STP1		
HGNC:11421	STP2		
HGNC:28070	STPG1	BC047705	90529.0
HGNC:28712	STPG2	BC036870	285555.0
HGNC:41209	STPG2-AS1	DA719663	101410545.0
HGNC:37285	STPG3		441476.0
HGNC:51176	STPG3-AS1	AK097764	100129722.0
HGNC:26850	STPG4	AK097491	285051.0
HGNC:30650	STRA6	AF352728	64220.0
HGNC:53830	STRA6LP		112272565.0
HGNC:30653	STRA8	AF513502	346673.0
HGNC:30172	STRADA	AF308302	92335.0
HGNC:13205	STRADB	AB038950	55437.0
HGNC:22478	STRADBP1	AC092025	389599.0
HGNC:30796	STRAP	AB024327	11171.0
HGNC:16462	STRBP	AK002169	55342.0
HGNC:16035	STRC	BK000138	161497.0
HGNC:33915	STRCP1		554225.0
HGNC:25916	STRIP1	AK027649	85369.0
HGNC:22209	STRIP2	AB032996	57464.0
HGNC:52297	STRIT1		100507537.0
HGNC:11423	STRL22		
HGNC:13462	STRM		
HGNC:11424	STRN	AJ223814	6801.0
HGNC:15720	STRN3		29966.0
HGNC:15721	STRN4	AF212940	29888.0
HGNC:11425	STS	M16505	412.0
HGNC:11426	STSP1	M23946	6803.0
HGNC:6172	STT3A	BC020965	3703.0
HGNC:44585	STT3A-AS1	DB470444, DB453285	105369550.0
HGNC:30611	STT3B	AK027789	201595.0
HGNC:11427	STUB1	AF039689	10273.0
HGNC:54519	STUB1-DT		105371184.0
HGNC:54743	STUB1P1		391465.0
HGNC:30491	STUM	AF035308	375057.0
HGNC:11433	STX1A		6804.0
HGNC:18539	STX1B	AY028792	112755.0
HGNC:11434	STX1B1		
HGNC:3403	STX2	D14582	2054.0
HGNC:11435	STX2A		
HGNC:11436	STX2B		
HGNC:11437	STX2C		
HGNC:11438	STX3	AJ002076	6809.0
HGNC:11439	STX4	AF026007	6810.0
HGNC:11440	STX5	U26648	6811.0
HGNC:55488	STX5-DT		105369332.0
HGNC:11441	STX6	AJ002078	10228.0
HGNC:11442	STX7	U77942	8417.0
HGNC:11443	STX8	AF115323	9482.0
HGNC:49855	STX8P1		100423046.0
HGNC:11428	STX10	AF035531	8677.0
HGNC:11429	STX11	AF044309	8676.0
HGNC:11430	STX12	BC046999	23673.0
HGNC:11431	STX16	AF038897	8675.0
HGNC:41993	STX16-NPEPL1		100534593.0
HGNC:11432	STX17	AL834371	55014.0
HGNC:51174	STX17-DT	BC030123	441461.0
HGNC:15942	STX18	AB028741	53407.0
HGNC:48877	STX18-AS1		100507266.0
HGNC:41415	STX18-IT1		104472519.0
HGNC:43995	STX18P1		100418889.0
HGNC:19300	STX19	AF461456	415117.0
HGNC:11444	STXBP1	AF004563	6812.0
HGNC:11445	STXBP2	U63533	6813.0
HGNC:11446	STXBP3	D63506	6814.0
HGNC:19694	STXBP4	BC041485	252983.0
HGNC:19665	STXBP5	AK055484	134957.0
HGNC:44183	STXBP5-AS1	BC044307	729178.0
HGNC:30757	STXBP5L	AB023223	9515.0
HGNC:19666	STXBP6	AF161505	29091.0
HGNC:18889	STYK1	AF251059	55359.0
HGNC:11447	STYX		6815.0
HGNC:18165	STYXL1	AF069762	51657.0
HGNC:25034	STYXL2	AF119045	92235.0
HGNC:19985	SUB1	X79805	10923.0
HGNC:32300	SUB1P1		728938.0
HGNC:43992	SUB1P2		100287680.0
HGNC:43993	SUB1P3		106480442.0
HGNC:43994	SUB1P4		100288661.0
HGNC:11448	SUCLA2	AF058953	8803.0
HGNC:39965	SUCLA2-AS1		101929410.0
HGNC:21632	SUCLA2P1		646520.0
HGNC:38102	SUCLA2P2		100129863.0
HGNC:38103	SUCLA2P3		100421648.0
HGNC:11449	SUCLG1	Z68204	8802.0
HGNC:11450	SUCLG2	AF058954	8801.0
HGNC:49643	SUCLG2-DT		101927111.0
HGNC:43996	SUCLG2P1		100421671.0
HGNC:43997	SUCLG2P2		283398.0
HGNC:43998	SUCLG2P3		100421712.0
HGNC:43999	SUCLG2P4		100130528.0
HGNC:4542	SUCNR1	AF348078	56670.0
HGNC:1240	SUCO	AF097535	51430.0
HGNC:29545	SUDS3	AK023801	64426.0
HGNC:44000	SUDS3P1		285647.0
HGNC:16466	SUFU	AF175770	51684.0
HGNC:16001	SUGCT	AK021870	79783.0
HGNC:40745	SUGCT-AS1		101928716.0
HGNC:18643	SUGP1	AF521128	57794.0
HGNC:18641	SUGP2	AB002363	10147.0
HGNC:16987	SUGT1	AF068289	10910.0
HGNC:54809	SUGT1-DT		116435302.0
HGNC:19384	SUGT1P1	AL139008	441394.0
HGNC:31377	SUGT1P2	AC138972	728706.0
HGNC:20513	SUGT1P3		283507.0
HGNC:53832	SUGT1P4		112272564.0
HGNC:53834	SUGT1P4-STRA6LP		100499484.0
HGNC:53835	SUGT1P4-STRA6LP-CCDC180		57653.0
HGNC:20391	SULF1	AB029000	23213.0
HGNC:20392	SULF2	AY101176	55959.0
HGNC:11452	SULT		
HGNC:11453	SULT1A1	U52852	6817.0
HGNC:11454	SULT1A2	U34804	6799.0
HGNC:11455	SULT1A3	U20499	6818.0
HGNC:30004	SULT1A4	L34160	445329.0
HGNC:17845	SULT1B1	D89479	27284.0
HGNC:11456	SULT1C2	U66036, AF186255	6819.0
HGNC:33545	SULT1C2P1	AK056906	151234.0
HGNC:51595	SULT1C2P2		106480333.0
HGNC:33543	SULT1C3	BC146362	442038.0
HGNC:11457	SULT1C4	AF055584	27233.0
HGNC:30659	SULT1D1P	BK001433	133150.0
HGNC:11377	SULT1E1	BC027956	6783.0
HGNC:11458	SULT2A1	X70222	6822.0
HGNC:11459	SULT2B1	U92314	6820.0
HGNC:14903	SULT4A1	AF188698	25830.0
HGNC:33433	SULT6B1	AY289770, AY289774	391365.0
HGNC:53737	SULT6B2P		107984497.0
HGNC:20376	SUMF1	BC017005	285362.0
HGNC:20415	SUMF2	AK075477	25870.0
HGNC:12502	SUMO1	U38784	7341.0
HGNC:33148	SUMO1P1		391257.0
HGNC:33149	SUMO1P2		474337.0
HGNC:33150	SUMO1P3		474338.0
HGNC:33151	SUMO1P4		101290502.0
HGNC:33152	SUMO1P5		474341.0
HGNC:11125	SUMO2		6613.0
HGNC:13985	SUMO2P1		285829.0
HGNC:39012	SUMO2P2		100859924.0
HGNC:39013	SUMO2P3		652489.0
HGNC:39014	SUMO2P4		100288757.0
HGNC:39015	SUMO2P5		100526738.0
HGNC:39016	SUMO2P6		100127922.0
HGNC:39017	SUMO2P7		100131823.0
HGNC:39018	SUMO2P8		100506244.0
HGNC:49348	SUMO2P10		106481678.0
HGNC:49349	SUMO2P11		100422250.0
HGNC:49350	SUMO2P12		106480262.0
HGNC:49351	SUMO2P13		106480263.0
HGNC:49352	SUMO2P14		106480264.0
HGNC:49353	SUMO2P15		106480417.0
HGNC:49354	SUMO2P16		106480679.0
HGNC:49358	SUMO2P17		100128010.0
HGNC:49356	SUMO2P18		106481679.0
HGNC:49357	SUMO2P19		100422265.0
HGNC:49355	SUMO2P20		101927327.0
HGNC:55054	SUMO2P21		728825.0
HGNC:11124	SUMO3		6612.0
HGNC:21181	SUMO4		387082.0
HGNC:18587	SUN1	AF202724	23353.0
HGNC:14210	SUN2	AF202723	25777.0
HGNC:22429	SUN3	AF429967	256979.0
HGNC:16252	SUN5	AL121756	140732.0
HGNC:55385	SUNO1		119863868.0
HGNC:11460	SUOX	BC065193	6821.0
HGNC:11461	SUP45L1		
HGNC:11462	SUP45L2		
HGNC:11463	SUP45L3		
HGNC:11464	SUP45L4		
HGNC:11466	SUPT3H	AF069734	8464.0
HGNC:11467	SUPT4H1	U38817	6827.0
HGNC:33981	SUPT4H1P1		100190947.0
HGNC:50823	SUPT4H1P2		100287625.0
HGNC:11469	SUPT5H	U56402	6829.0
HGNC:11470	SUPT6H	U38658	6830.0
HGNC:30632	SUPT7L	AF197954	9913.0
HGNC:11465	SUPT16H	AF152961	11198.0
HGNC:31388	SUPT16HP1		400011.0
HGNC:20596	SUPT20H	AF093250	55578.0
HGNC:30773	SUPT20HL1	AY736017	100130302.0
HGNC:31797	SUPT20HL2		170067.0
HGNC:11471	SUPV3L1	AF042169	6832.0
HGNC:11472	SUR		
HGNC:11474	SURF1		6834.0
HGNC:11475	SURF2		6835.0
HGNC:11476	SURF4		6836.0
HGNC:11478	SURF6	AF186772	6838.0
HGNC:37722	SURF6P1		643470.0
HGNC:25413	SUSD1	AL137432	64420.0
HGNC:30667	SUSD2	AK026431	56241.0
HGNC:33889	SUSD2P1		729568.0
HGNC:35197	SUSD2P2		729450.0
HGNC:28391	SUSD3	AK128289	203328.0
HGNC:25470	SUSD4	AK096265	55061.0
HGNC:29061	SUSD5	AB011099	26032.0
HGNC:19956	SUSD6	D87434	9766.0
HGNC:11479	SUV39H1	AF019968	6839.0
HGNC:17287	SUV39H2	AK027067	79723.0
HGNC:55188	SUV39H2-DT		118568810.0
HGNC:17101	SUZ12	D63881	23512.0
HGNC:32421	SUZ12P1	BC047718	440423.0
HGNC:43872	SUZ12P2		100421539.0
HGNC:20566	SV2A	AB018279	9900.0
HGNC:16874	SV2B	AB018278	9899.0
HGNC:30670	SV2C	AB028977	22987.0
HGNC:55583	SV2C-AS1		105379041.0
HGNC:29204	SVBP	AL512353, CAH72714	374969.0
HGNC:15985	SVEP1	AK027870	79987.0
HGNC:11480	SVIL	AF051851	6840.0
HGNC:51219	SVIL-AS1		102724316.0
HGNC:44959	SVIL2P		645954.0
HGNC:25238	SVIP	AF527534	258010.0
HGNC:25417	SVOP	BC033587	55530.0
HGNC:27034	SVOPL	BC036796	136306.0
HGNC:11481	SVP65		
HGNC:17070	SWAP70	AB014540	23075.0
HGNC:31412	SWI5	BC029911	375757.0
HGNC:43709	SWINGN	AK092053	100861555.0
HGNC:26638	SWSAP1	AK092438	126074.0
HGNC:16785	SWT1	AF288392	54823.0
HGNC:16273	SYAP1	AF338728	94056.0
HGNC:11484	SYB1		
HGNC:11485	SYB2		
HGNC:26011	SYBU	AB040905	55638.0
HGNC:55741	SYBU-AS1		100132813.0
HGNC:28852	SYCE1	AY027808	93426.0
HGNC:37236	SYCE1L		100130958.0
HGNC:27411	SYCE2	AK097443	256126.0
HGNC:35245	SYCE3		644186.0
HGNC:18442	SYCN	BC039541	342898.0
HGNC:11487	SYCP1	D67035	6847.0
HGNC:11488	SYCP1L2		
HGNC:11489	SYCP1L3		
HGNC:11490	SYCP2	Y08982	10388.0
HGNC:21537	SYCP2L	AK128130	221711.0
HGNC:18130	SYCP3	AF492003, AI075991	50511.0
HGNC:25824	SYDE1	BC029926	85360.0
HGNC:25841	SYDE2	AL834286	84144.0
HGNC:19824	SYF2	AF273089	25949.0
HGNC:19925	SYF2P1	AL117355	317778.0
HGNC:38139	SYF2P2		100128275.0
HGNC:11491	SYK	L28824	6850.0
HGNC:11492	SYM1		
HGNC:11493	SYM2		
HGNC:22935	SYMPK	U49240	8189.0
HGNC:11494	SYN1		6853.0
HGNC:11495	SYN2		6854.0
HGNC:11496	SYN3	AF046873	8224.0
HGNC:40569	SYN3-AS1		105373004.0
HGNC:28897	SYNC	AK024707	81493.0
HGNC:16918	SYNCRIP	AF037448	10492.0
HGNC:15885	SYNDIG1	AK024282	79953.0
HGNC:32388	SYNDIG1L		646658.0
HGNC:17089	SYNE1	AB018339	23345.0
HGNC:40793	SYNE1-AS1	CK821189, BI962584, BX107936	100505475.0
HGNC:17084	SYNE2	AB023228	23224.0
HGNC:19861	SYNE3	AK098471	161176.0
HGNC:26703	SYNE4	BC038360	163183.0
HGNC:11497	SYNGAP1	AB067525	8831.0
HGNC:53831	SYNGAP1-AS1		112390310.0
HGNC:11498	SYNGR1	AJ002303	9145.0
HGNC:11499	SYNGR2	AJ002308	9144.0
HGNC:11500	SYNGR2P1	AJ002313	283698.0
HGNC:33947	SYNGR2P2		138916.0
HGNC:11501	SYNGR3	AJ002309	9143.0
HGNC:11502	SYNGR4	AJ011733	23546.0
HGNC:11503	SYNJ1	AF009040	8867.0
HGNC:11504	SYNJ2	AB002346	8871.0
HGNC:41387	SYNJ2-IT1		100874300.0
HGNC:18955	SYNJ2BP	AK002133	55333.0
HGNC:48350	SYNJ2BP-COX16		100529257.0
HGNC:24466	SYNM	AK026420	23336.0
HGNC:55421	SYNM-AS1		105371016.0
HGNC:56228	SYNM-AS2		125177379.0
HGNC:30672	SYNPO	AF499137	11346.0
HGNC:17732	SYNPO2	AJ010482	171024.0
HGNC:23532	SYNPO2L	AK022983	79933.0
HGNC:55242	SYNPO2L-AS1		105378360.0
HGNC:16507	SYNPR	AF411860	132204.0
HGNC:40774	SYNPR-AS1		100874016.0
HGNC:557	SYNRG	AF169548	11276.0
HGNC:11505	SYNS1		
HGNC:11506	SYP	X06389	6855.0
HGNC:40571	SYP-AS1		100873921.0
HGNC:11507	SYPL1		6856.0
HGNC:53546	SYPL1P1		100130011.0
HGNC:53547	SYPL1P2		100132972.0
HGNC:27638	SYPL2	AK131459	284612.0
HGNC:11508	SYR		
HGNC:16162	SYS1	AL021578	90196.0
HGNC:33535	SYS1-DBNDD2	BC023562	767557.0
HGNC:11509	SYT1		6857.0
HGNC:11510	SYT2	AK090672	127833.0
HGNC:11511	SYT3	AL136594	84258.0
HGNC:11512	SYT4	BC036538	6860.0
HGNC:11513	SYT5	X96783	6861.0
HGNC:18638	SYT6		148281.0
HGNC:11514	SYT7	AF038535	9066.0
HGNC:19264	SYT8	AL137708	90019.0
HGNC:19265	SYT9	AK055003	143425.0
HGNC:56173	SYT9-AS1		100506258.0
HGNC:19266	SYT10	AY198413	341359.0
HGNC:19239	SYT11	D38522	23208.0
HGNC:18381	SYT12	AK024280	91683.0
HGNC:14962	SYT13	AB037848	57586.0
HGNC:23143	SYT14	AK091517	255928.0
HGNC:33429	SYT14P1	AJ303368	401135.0
HGNC:17167	SYT15	AJ303363	83849.0
HGNC:56167	SYT15-AS1		101927699.0
HGNC:51487	SYT15B		102724488.0
HGNC:23142	SYT16	BC040924	83851.0
HGNC:24119	SYT17		51760.0
HGNC:15834	SYTIP2		
HGNC:15584	SYTL1	AK027902	84958.0
HGNC:15585	SYTL2	AJ303364	54843.0
HGNC:15587	SYTL3	AK055750	94120.0
HGNC:15588	SYTL4		94121.0
HGNC:15589	SYTL5		94122.0
HGNC:20738	SYVN1	AB085847	84447.0
HGNC:30232	SZRD1	BC010631	26099.0
HGNC:29040	SZT2	AB007936	23334.0
HGNC:41225	SZT2-AS1		100873952.0
HGNC:11516	T3D		
HGNC:17734	TAAR1	AY180374	134864.0
HGNC:4514	TAAR2	AF112460	9287.0
HGNC:4513	TAAR3P	AF112461	9288.0
HGNC:31924	TAAR4P	U88828	503612.0
HGNC:30236	TAAR5	AF021818	9038.0
HGNC:20978	TAAR6	AF380192	319100.0
HGNC:31925	TAAR7P	AY803193	503611.0
HGNC:14964	TAAR8	AF380193	83551.0
HGNC:20977	TAAR9	AF380189	134860.0
HGNC:18157	TAB1	U49928	10454.0
HGNC:17075	TAB2	AF241230	23118.0
HGNC:53508	TAB2-AS1		105378049.0
HGNC:30681	TAB3	AY331591	257397.0
HGNC:20176	TAB3-AS1		727682.0
HGNC:40013	TAB3-AS2	BI002962	100873926.0
HGNC:37723	TAB3P1		643199.0
HGNC:11517	TAC1	M68907	6863.0
HGNC:11518	TAC1R		
HGNC:11519	TAC2		
HGNC:11520	TAC2R		
HGNC:11521	TAC3	AF186112	6866.0
HGNC:16641	TAC4	AF521560	255061.0
HGNC:11522	TACC1	AF049910	6867.0
HGNC:44974	TACC1P1		219752.0
HGNC:11523	TACC2	AF095791	10579.0
HGNC:11524	TACC3	AF093543	10460.0
HGNC:11525	TACE		
HGNC:24316	TACO1	BC005049	51204.0
HGNC:11526	TACR1	M76675	6869.0
HGNC:11527	TACR2		6865.0
HGNC:11528	TACR3	M89473	6870.0
HGNC:55593	TACR3-AS1		121233924.0
HGNC:11530	TACSTD2	X77753	4070.0
HGNC:30631	TADA1	BC015401	117143.0
HGNC:11531	TADA2A	AK022767	6871.0
HGNC:30781	TADA2B	AK026299	93624.0
HGNC:19422	TADA3	AF069733	10474.0
HGNC:11535	TAF1		6872.0
HGNC:11532	TAF1A	L39060	9015.0
HGNC:40573	TAF1A-AS1		100506161.0
HGNC:11533	TAF1B	L39061	9014.0
HGNC:11534	TAF1C	L39059	9013.0
HGNC:28759	TAF1D		79101.0
HGNC:18056	TAF1L	AF390562	138474.0
HGNC:11536	TAF2	AF040701	6873.0
HGNC:17303	TAF3	AJ292190	83860.0
HGNC:13648	TAF3A		
HGNC:13649	TAF3B		
HGNC:13650	TAF3C		
HGNC:13651	TAF3D		
HGNC:11537	TAF4	Y11354	6874.0
HGNC:11538	TAF4B	Y09321	6875.0
HGNC:11539	TAF5	X95525	6877.0
HGNC:17304	TAF5L	AF069736	27097.0
HGNC:24115	TAF5LP1		645744.0
HGNC:11540	TAF6		6878.0
HGNC:17305	TAF6L	BC008785	10629.0
HGNC:11541	TAF7	AF349038	6879.0
HGNC:11548	TAF7L	AF285595	54457.0
HGNC:17300	TAF8	AK057383	129685.0
HGNC:11542	TAF9	U21858	6880.0
HGNC:17306	TAF9B	AF220509	51616.0
HGNC:30687	TAF9BP1		246135.0
HGNC:38836	TAF9BP2		100130319.0
HGNC:31743	TAF9P1		360002.0
HGNC:31744	TAF9P2		360003.0
HGNC:30678	TAF9P3		163088.0
HGNC:11543	TAF10	U13991, U25816	6881.0
HGNC:11544	TAF11	X83928	6882.0
HGNC:53838	TAF11L1		285697.0
HGNC:53845	TAF11L2		391742.0
HGNC:53846	TAF11L3		646103.0
HGNC:53847	TAF11L4		391746.0
HGNC:53848	TAF11L5		646066.0
HGNC:53849	TAF11L6		391747.0
HGNC:53850	TAF11L7		112488736.0
HGNC:53851	TAF11L8		112488737.0
HGNC:53852	TAF11L9		112488745.0
HGNC:53853	TAF11L10		112488738.0
HGNC:53854	TAF11L11		112488746.0
HGNC:53855	TAF11L12		112488739.0
HGNC:53856	TAF11L13		112488747.0
HGNC:53857	TAF11L14		112488740.0
HGNC:11545	TAF12	BC011986	6883.0
HGNC:52502	TAF12-DT		105378616.0
HGNC:11546	TAF13	XM_496381	6884.0
HGNC:18699	TAF13P1	AL049697	246112.0
HGNC:38161	TAF13P2		100462886.0
HGNC:11547	TAF15	U51334	8148.0
HGNC:21587	TAFA1	AY325114	407738.0
HGNC:21589	TAFA2	AY325115	338811.0
HGNC:21590	TAFA3	AY325119	284467.0
HGNC:21591	TAFA4	AY325117	151647.0
HGNC:21592	TAFA5	AY325118	25817.0
HGNC:11577	TAFAZZIN	X92762	6901.0
HGNC:15669	TAGAP	AF385429	117289.0
HGNC:55239	TAGAP-AS1		105378083.0
HGNC:11553	TAGLN	M95787	6876.0
HGNC:11554	TAGLN2	D21261	8407.0
HGNC:21739	TAGLN2P1		100418887.0
HGNC:31039	TAGLN2P2		642319.0
HGNC:29868	TAGLN3	AF303058	29114.0
HGNC:11555	TAK1		
HGNC:11556	TAL1	M29038	6886.0
HGNC:11557	TAL2		6887.0
HGNC:54476	TALAM1		109136579.0
HGNC:11558	TALDO		
HGNC:11559	TALDO1		6888.0
HGNC:11560	TALDO1P1		6889.0
HGNC:18707	TAMALIN	AC019244	160622.0
HGNC:32680	TAMALIN-AS1	BC028005	692159.0
HGNC:25187	TAMM41		132001.0
HGNC:11561	TAN1		
HGNC:29364	TANC1	AB051515	85461.0
HGNC:30212	TANC2	AB032974	26115.0
HGNC:25439	TANGO2		128989.0
HGNC:25749	TANGO6		79613.0
HGNC:11562	TANK	U59863	10010.0
HGNC:40575	TANK-AS1		105373719.0
HGNC:29259	TAOK1	AB037782	57551.0
HGNC:16835	TAOK2	AB020688	9344.0
HGNC:18133	TAOK3	AF135158	51347.0
HGNC:43	TAP1		6890.0
HGNC:44	TAP2	M74447	6891.0
HGNC:11565	TAPA1		
HGNC:11566	TAPBP	Y13582	6892.0
HGNC:30683	TAPBPL	AK001005	55080.0
HGNC:26887	TAPT1	AK074494	202018.0
HGNC:26832	TAPT1-AS1		202020.0
HGNC:11567	TAPVR1		
HGNC:11568	TARBP1		6894.0
HGNC:11569	TARBP2		6895.0
HGNC:11570	TARBP2P1	AF197477	6896.0
HGNC:11571	TARDBP	U23731	23435.0
HGNC:16536	TARDBPP1		643503.0
HGNC:39848	TARDBPP2		440142.0
HGNC:55122	TARDBPP3		643387.0
HGNC:55123	TARDBPP4		100128540.0
HGNC:55124	TARDBPP5		100996860.0
HGNC:50506	TARID		100507308.0
HGNC:37250	TARM1		441864.0
HGNC:11572	TARS1	AK095852	6897.0
HGNC:55565	TARS1-DT		107986411.0
HGNC:30740	TARS2	BC007824	80222.0
HGNC:43712	TARS2P1		100533844.0
